timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-12-03T12:04:52,codecarbon,2cea59f2-fe7b-4c11-8e1a-57b50a026b7f,0.0097689628601074,5.768645153620282e-10,5.90507430136432e-08,42.5,0.0,64.76960134506226,1.1230508486429857e-07,0,1.3035854928205026e-07,2.426636341463488e-07,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:05:06,codecarbon,aabfc2d9-0ab6-495e-afb1-12df348440fe,8.715697526931763,6.173049491149333e-07,7.082679810852118e-08,42.5,0.0,64.76960134506226,0.0001028923284676,0,0.0001567829650191,0.0002596752934868,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:08:31,codecarbon,d1504a2b-0deb-4650-bc1a-05f8b4d61dd3,7.360079526901245,5.213173630562299e-07,7.083039811605351e-08,42.5,0.0,64.76960134506226,8.68885217441453e-05,0,0.0001324086658865,0.0002192971876306,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:09:28,codecarbon,f126b618-729f-4e61-9fc2-d2cc0ab52463,8.057243347167969,5.7066529838225e-07,7.082636998705426e-08,42.5,0.0,64.76960134506226,9.51178809007009e-05,0,0.0001449379927037,0.0002400558736044,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:21:59,codecarbon,e68fb26b-4da3-4f41-9675-6fd5b20145bc,0.1662330627441406,1.1732544525147528e-08,7.057888684398361e-08,42.5,0.0,64.76960134506226,1.9611057307985094e-06,0,2.974302526146175e-06,4.9354082569446845e-06,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:22:06,codecarbon,183a30eb-9543-429b-a5c7-71d8d63d8aed,0.1223006248474121,8.637745816763635e-09,7.062716014362547e-08,42.5,0.0,64.76960134506226,1.4425968130429587e-06,0,2.1909544540389445e-06,3.633551267081903e-06,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:22:58,codecarbon,4555f40e-aae1-448f-96af-efeabe6abb84,0.0124027729034423,7.258560282682931e-10,5.8523689332958135e-08,42.5,0.0,64.76960134506226,1.428470015525818e-07,0,1.624913525947136e-07,3.053383541472954e-07,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:22:59,codecarbon,ec450160-498b-4b76-99a6-53192df71df1,0.5377216339111328,3.8040865733500426e-08,7.074453273677898e-08,42.5,0.0,64.76960134506226,6.346039474010468e-06,0,9.656218385742362e-06,1.600225785975283e-05,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:23:34,codecarbon,fda9bfad-b9ad-40e5-992c-2fa3a850abba,7.785761594772339,5.514570870533993e-07,7.082892024637243e-08,42.5,0.0,64.76960134506226,9.191352691915302e-05,0,0.0001400622269303,0.0002319757538495,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:24:53,codecarbon,3697ea6b-d855-42dc-a0d1-a3cad40f3e2e,0.170051097869873,1.1999756179603706e-08,7.056559075429313e-08,42.5,0.0,64.76960134506226,2.0061825712521875e-06,0,3.041630850908632e-06,5.047813422160819e-06,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:25:07,codecarbon,61cf6e75-96bd-43d3-8dc1-070d542bee78,7.472625494003296,5.292826678112916e-07,7.082954555076198e-08,42.5,0.0,64.76960134506226,8.82169951995214e-05,0,0.000134430874866,0.0002226478700655,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:27:05,codecarbon,1d9e813e-0bd1-4b61-a9cf-a48411488f77,0.1702346801757812,1.20212501807623e-08,7.061575331389219e-08,42.5,0.0,64.76960134506226,2.0082794957690773e-06,0,3.04857558573218e-06,5.056855081501257e-06,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
2023-12-03T12:28:04,codecarbon,93b9a967-16e9-4360-bef8-f867b5f8994c,7.537195920944214,5.338373326866479e-07,7.08270473908249e-08,42.5,0.0,64.76960134506226,8.897864884800382e-05,0,0.0001355851850210928,0.0002245638338690966,Canada,CAN,quebec,,,Linux-5.15.113-18826-x86_64-with-glibc2.31,3.10.12,2.3.2,60,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,,,-71.2,46.8,172.71893692016602,machine,N,1.0
